Species,Code,Dataset,BIOME,,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Gs,log Parea,log Amass,log Aarea
Acacia oswaldii,2390,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,Y,1.321913819,2.421856921,0.26441149,0.686268411,2.101981337,-0.752068276,1.612450381,1.116015997
Atriplex stipitata,2391,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C4,N,0.802013989,1.920615737,0.462183608,0.382799345,2.050040851,-0.958810331,2.356616058,1.287327553
Brachychiton populneus,2392,Wright_Oz_wnsw_hiP,WLAND,,T,E,B,C3,N,1.120161584,2.115753173,0.252819018,0.368572191,1.97337981,-0.901975594,1.88041157,0.989535689
Callitris glaucophylla,2393,Wright_Oz_wnsw_hiP,WLAND,,T,E,B,C3,N,1.490167797,2.372207638,0.07952489,0.451732528,1.945084,-0.688273109,1.429103583,0.800090679
Dodonaea viscosa angustissima,2394,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,0.898228823,2.225236782,0.269439861,0.494676643,2.378001949,-0.721684775,1.878844811,1.085366939
Dodonaea viscosa cuneata,2395,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,0.994467215,2.054803536,0.296215873,0.351019409,2.01100723,-0.95842473,1.975694925,1.001709489
Dodonaea viscosa spatulata,2396,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,1.014174207,2.120408519,0.297162966,0.417571486,2.030863537,-0.81889364,2.009174593,1.107673535
Eremophila glabra,2397,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,1.244934883,2.212911657,0.226663882,0.439575539,2.467884871,-0.656754574,1.962900205,1.182995226
Eremophila longifolia,2398,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,1.179228539,2.42984852,0.165532446,0.595380967,0,-0.57015148,0,0
Eremophila mitchelli,2399,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,1.152597858,2.253027839,0.270033656,0.523061495,2.020354238,-0.773844307,1.727602818,0.962446763
Eucalyptus intertexta,2400,Wright_Oz_wnsw_hiP,WLAND,,T,E,B,C3,N,1.197873345,2.256055103,0.167833855,0.423888957,2.232316963,-0.731107673,1.900994299,1.257302904
Exocarpus apophyllum,2401,Wright_Oz_wnsw_hiP,WLAND,,T,E,N,C3,N,1.530967682,2.719538982,0.027945363,0.551584693,2.057036263,-0.434967985,0.94385659,0.614722409
Geijera parviflora,2402,Wright_Oz_wnsw_hiP,WLAND,,T,E,B,C3,N,1.46977444,2.274823273,0.229907262,0.504730535,2.107448427,-0.703987427,1.741905246,1.015964663
Hakea tephrosperma,2403,Wright_Oz_wnsw_hiP,WLAND,,S,E,N,C3,N,1.610739974,2.701747208,-0.136358458,0.369489098,1.964961385,-1.017031189,1.346277847,1.086051443
Helichrysum apiculatum,2404,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,0,1.582886852,0.432969291,0.017033339,2.123918249,-0.966576245,2.415932913,1.005322107
Melaleuca uncinata,2405,Wright_Oz_wnsw_hiP,WLAND,,S,E,N,C3,N,1.243305027,2.449008118,0.104995765,0.358104231,2.352211084,-0.783103707,1.719489974,1.155711555
Olearia pimelioides,2406,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,1.139020864,2.074311257,0.389549087,0.463860344,1.808059991,-0.795354974,1.693766948,0.760578379
Philotheca difformis,2407,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,1.282752834,2.438699397,0.170127838,0.608827235,2.22634544,-0.722451512,1.591327888,1.025178016
Pimelea microcephala,2408,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,0.876665862,1.905048622,0.488526956,0.393575578,1.994869811,-0.807149648,2.122957642,1.027310051
Senna artemisioides 1lft,2409,Wright_Oz_wnsw_hiP,WLAND,,S,E,N,C3,Y,1.287915098,2.542695592,0.298007775,0.644803714,2.180790577,-0.75557697,1.510108486,1.107389418
Senna artemisioides 3lft,2410,Wright_Oz_wnsw_hiP,WLAND,,S,E,N,C3,Y,1.315110276,2.450690996,0.238650459,0.493441802,2.412189974,-0.815789731,1.700831737,1.147557611
Solanum ferocissium,2411,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,0.810410772,1.876339632,0.514194206,0.390533839,2.058669677,-1.009717016,2.156541883,0.977884036
Spartothamnella puberula,2412,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,N,0.977122484,1.965565398,0.471768081,0.43733348,2.172456974,-0.955253356,2.086359831,1.122215878
Acacia colletioides,2413,Wright_Oz_wnsw_loP,WLAND,,S,E,N,C3,Y,1.574790927,2.559149736,0.252012151,0.615262234,2.125871142,-0.955508679,1.408666077,0.925954959
Acacia havilandiorum,2414,Wright_Oz_wnsw_loP,WLAND,,S,E,N,C3,Y,1.323375241,2.615341393,0.16321324,0.582654981,2.090550424,-0.917800428,1.485919369,1.078368718
Acacia willhelmiana,2415,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,Y,1.084540362,2.205049366,0.276700146,0.481749512,1.774775932,-0.931627774,1.722264615,0.912793174
Bertya cunninghamii,2416,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,1.206813929,2.228232587,0.281515853,0.50974844,1.873013115,-0.842348487,1.61417666,0.851447256
Beyeria opaca,2417,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,1.168087869,2.202419658,0.23644062,0.438860277,1.750286408,-0.922519079,1.562160057,0.757940984
Bossiaea walkeri,2418,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,Y,1.754042387,2.501632233,0.084532514,0.586164747,2.209217072,-0.918584171,1.455205556,1.046202414
Brachychiton populneus,2419,Wright_Oz_wnsw_loP,WLAND,,T,E,B,C3,N,1.122543303,2.09574039,0.189160597,0.284900986,1.834360738,-0.985181518,1.703889261,0.86702053
Callitris glaucophylla,2420,Wright_Oz_wnsw_loP,WLAND,,T,E,B,C3,N,0,0,0.033529778,0,0,0,0,0
Cassinia laevis,2421,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,0.998154464,2.113183631,0.267472369,0.380656,1.755088834,-0.869783029,1.695564325,0.836324812
Eremophila deserti,2422,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,1.46386767,2.33837289,0.20259903,0.54097192,1.96461079,-0.712237103,1.666176682,0.959313195
Eremophila glabra,2423,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,1.201081965,2.192503577,0.263306768,0.455810344,2.15122731,-0.798896251,1.840701147,1.075740344
Eucalyptus dumosa,2424,Wright_Oz_wnsw_loP,WLAND,,T,E,B,C3,N,1.474648489,2.480398684,-0.042097546,0.438301138,2.129654773,-0.829405236,1.582940956,1.128435135
Eucalyptus socialis,2425,Wright_Oz_wnsw_loP,WLAND,,T,E,B,C3,N,1.458186192,2.454888772,0.085717028,0.5406058,2.23652517,-0.759781393,1.709465689,1.21057506
Eutaxia microphylla,2426,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,Y,1.065133007,1.948540034,0.276380707,0.22492074,2.291812687,-1.159365364,1.951337519,0.982271233
Grevillea aneura,2427,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,0,2.162810311,0.093421685,0.255272505,1.601534286,-0.906578315,1.558415143,0.719711791
Melaleuca uncinata,2428,Wright_Oz_wnsw_loP,WLAND,,S,E,N,C3,N,1.198133093,2.580883157,0.061499336,0.446482841,2.133650342,-0.722921892,1.557420816,1.048064448
Micromyrtus sessilis,2429,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C4,N,0,2.324150015,0.178976947,0.503790683,1.707906581,-0.823908741,1.380502845,0.704675987
Olearia decurrens,2430,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,1.053605205,2.190806034,0.235147078,0.425953112,1.965327736,-0.87977504,1.893829591,1.013120056
Olearia pimelioides,2431,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,0.96045324,2.012672502,0.367361507,0.380034009,1.979990911,-0.945934813,1.816646364,0.889246502
Philotheca difformis,2432,Wright_Oz_wnsw_loP,WLAND,,S,E,B,C3,N,1.43437191,2.249356547,0.138018433,0.38737498,1.969504067,-0.951302904,1.59213477,0.983627595
Santalum acuminatum,2433,Wright_Oz_wnsw_loP,WLAND,,T,E,B,C3,N,1.236837226,2.494216986,-0.000582211,0.493634775,2.113498808,-0.69960304,1.313988426,0.86863627
Triodia scabra,2434,Wright_Oz_wnsw_loP,WLAND,,G,E,N,C4,N,0,2.586282408,-0.055517328,0.530199698,1.915029076,-0.681936665,1.536531803,1.115476376
Citharexylum macradenium,2435,Zotz_Fortuna_Panama,TROP_RF,,T,,,,,0,2.017728767,0,0,0,0,0,0
Baccharis pedunculata,2436,Zotz_Fortuna_Panama,TROP_RF,,S,,,,,0,1.785156152,0,0,0,0,0,0
Parathesis amplifolia,2437,Zotz_Fortuna_Panama,TROP_RF,,T,,,,,0,1.91721463,0,0,0,0,0,0
Blakea foliacea,2438,Zotz_Fortuna_Panama,TROP_RF,,EP,,,,,0,1.863279433,0,0,0,0,0,0
Ficus macbridei,2439,Zotz_Fortuna_Panama,TROP_RF,,EP,,,,,0,2.207608311,0,0,0,0,0,0
Inga punctata,2440,Zotz_Fortuna_Panama,TROP_RF,,T,,,,,0,2.050609993,0,0,0,0,0,0
Croton draco,2441,Zotz_Fortuna_Panama,TROP_RF,,T,,,,,0,1.793174124,0,0,0,0,0,0
Dendropanax arboreus,2442,Zotz_Fortuna_Panama,TROP_RF,,T,E,,,,0,2.30980392,0,0,0,0,0,0
Clusia stenophylla,2443,Zotz_Fortuna_Panama,TROP_RF,,EP,,,,,0,2.420216403,0,0,0,0,0,0
Abies alba,2444,OleksynPol_Siemanice,TEMP_FOR,,T,E,N,C3,N,1.993,2.268605443,0.235528447,0.602287476,0,-0.5791,1.457239817,0.72584526
Acer platanoides,2445,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.7782,1.66695597,0.209515015,-0.121942776,2.181843588,-1.023,1.91944421,0.851258349
Acer pseudoplatanus,2446,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.7782,1.791046712,0.342422681,0.111633682,2.025305865,-0.7613,1.888965344,0.643452676
Betula pendula,2447,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.6812,1.818690777,0.278753601,0.027898219,2.328379603,-0.7844,2.093701785,0.944482672
Carpinus betulus,2448,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.7782,1.659784892,0.271841607,0.075449715,2.350248018,-0.9106,2.072176344,0.857332496
Fagus sylvatica,2449,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.7782,1.653767708,0.338456494,0.021997637,2.184691431,-1.0573,2.165184952,0.838849091
Larix decidua,2450,OleksynPol_Siemanice,TEMP_FOR,,T,D,N,C3,N,0.7782,2.002729023,0.257678575,0.290602987,0,-0.5154,1.615240194,0.617969217
Picea abies,2451,OleksynPol_Siemanice,TEMP_FOR,,T,E,N,C3,N,2.0137,2.371408195,0.075546961,0.547651777,0,-0.3916,1.46700026,0.838408455
Pinus nigra,2452,OleksynPol_Siemanice,TEMP_FOR,,T,E,N,C3,N,1.659,2.511744268,0.071882007,0.587943509,0,-0.3973,1.71322081,1.224965078
Pinus sylvestris,2453,OleksynPol_Siemanice,TEMP_FOR,,T,E,N,C3,N,1.4594,2.451336802,0.120573931,0.54626515,0,-0.4209,1.58771882,1.039055625
Pseudotsuga menziesii,2454,OleksynPol_Siemanice,TEMP_FOR,,T,E,N,C3,N,1.8116,2.14471403,0.033423755,0.293968784,0,-0.6389,1.483133654,0.627847692
Quercus robur,2455,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.7782,1.838906229,0.269512944,0.009701909,2.255272505,-0.7238,1.92992956,0.86923172
Quercus rubra,2456,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.7782,1.835960693,0.303196057,0.125176226,2.330413773,-0.8196,2.07228667,0.968482949
Tilia cordata,2457,OleksynPol_Siemanice,TEMP_FOR,,T,D,B,C3,N,0.6812,1.662144669,0.271841607,-0.102003526,2.045322979,-0.9076,1.923503067,0.591064607
Peucedanum multivittatum,2458,Kudo96_high,BOREAL,,H,D,,,N,0.170100895,1.603800653,0.672097858,0.275898511,0,0,0,0
Potentilla marsumurae,2459,Kudo96_high,BOREAL,,H,D,,,N,0.329801738,1.698970004,0.537819095,0.236789099,0,0,0,0
Sieversia pentapetala,2460,Kudo96_high,BOREAL,,S,D,,,N,0.329801738,1.790484985,0.414973348,0.205458333,0,0,0,0
Betula ermanii,2461,Kudo96_high,BOREAL,,T,D,B,C3,N,0,1.677780705,0.40654018,0.084320886,0,0,0,0
Alnus maximowiczii,2462,Kudo96_high,BOREAL,,T,D,,,Y,0,1.823908741,0.342422681,0.166331422,0,0,0,0
Betula platyphylla japonica,2463,Kudo96_low,BOREAL,,T,D,,,N,0,1.782516056,0.33243846,0.114954516,0,0,0,0
Betula ermanii,2464,Kudo96_low,BOREAL,,T,D,B,C3,N,0,1.809668302,0.255272505,0.064940807,0,0,0,0
Alnus maximowiczii,2465,Kudo96_low,BOREAL,,T,D,,,Y,0,1.657577319,0.361727836,0.019305155,0,0,0,0
Quercus mongolica grosseserrata,2466,Kudo96_low,BOREAL,,T,D,,,N,0,1.744727495,0.33243846,0.077165955,0,0,0,0
Anacardium excelsum,2467,Hogan_etal_PNM_crane,TROP_RF,,T,E,B,,N,0,2.010995384,0,0,2.673941999,0,1.924511882,0.935507266
Cecropia longipes,2468,Hogan_etal_PNM_crane,TROP_RF,,T,E,B,,N,0,2.095825632,0,0,2.936513742,0,1.997596053,1.093421685
Didymopanax morototoni,2469,Hogan_etal_PNM_crane,TROP_RF,,T,E,B,,N,0,2.139661993,0,0,3.033423755,0,2.021706009,1.161368002
Ficus obtusifolia,2470,Hogan_etal_PNM_crane,TROP_RF,,T,E,B,,N,0,1.993962045,0,0,3.076276255,0,2.145917041,1.139879086
Luehea seemannii,2471,Hogan_etal_PNM_crane,TROP_RF,,T,E,B,,N,0,1.886390849,0,0,2.925312091,0,2.131893459,1.018284308
Pseudobombax septenatum,2472,Hogan_etal_PNM_crane,TROP_RF,,T,D,B,,N,0,2.105683937,0,0,3.049218023,0,2.011587358,1.117271296
Colophosphermum mopane,2473,Tuohy_etal_Zimbabwe_CHID,WLAND,,T,,,,N,0,0,0,0.561411483,0,-0.266020746,0,0.982271233
Combretum apiculatum,2474,Tuohy_etal_Zimbabwe_CHID,WLAND,,T,,,,N,0,0,0,0.331129566,0,-0.49622157,0,0.643452676
Dalbergia melanoxylon,2475,Tuohy_etal_Zimbabwe_CHID,WLAND,,T,,,,Y,0,0,0,0.640592729,0,-0.369179708,0,0.707570176
Euclea divinorum,2476,Tuohy_etal_Zimbabwe_CHID,WLAND,,T,,,,N,0,0,0,0.366546223,0,-0.391787499,0,0.531478917
Lannea stuhlmannii,2477,Tuohy_etal_Zimbabwe_CHID,WLAND,,T,,,,N,0,0,0,0.389476184,0,-0.278609873,0,0.505149978
Albizia antunesiana,2478,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,Y,0,0,0,0.581007039,0,-0.401848825,0,1.075546961
Brachystegia spiciformis,2479,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,N,0,0,0,0.508165971,0,-0.388484863,0,1.029383778
Burkea africana,2480,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,N,0,0,0,0.563909828,0,-0.40868825,0,1.045322979
Combretum apiculatum,2481,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,N,0,0,0,0.250241856,0,-0.595244942,0,0.924279286
Julbernardia globulifera,2482,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,N,0,0,0,0.506273618,0,-0.095759031,0,0.991226076
Monotes glaber,2483,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,N,0,0,0,0.319624404,0,-0.500458623,0,0.944482672
Terminalia sericea,2484,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,,T,,,,N,0,0,0,0.429739364,0,-0.258638792,0,0.908485019
Acacia nigrescens,2485,Tuohy_etal_Zimbabwe_MAT,WLAND,,T,,,,Y,0,0,0,0.654294007,0,-0.332967536,0,1.206825876
Bolusanthus speciosus,2486,Tuohy_etal_Zimbabwe_MAT,WLAND,,T,,,,N,0,0,0,0.666266129,0,-0.385207154,0,1.155336037
Combretum apiculatum,2487,Tuohy_etal_Zimbabwe_MAT,WLAND,,T,,,,N,0,0,0,0.451789505,0,-0.49622157,0,0.755874856
Euclea divinorum,2488,Tuohy_etal_Zimbabwe_MAT,WLAND,,T,,,,N,0,0,0,0.436472747,0,-0.294214947,0,0.838849091
Ziziphus mucronata,2489,Tuohy_etal_Zimbabwe_MAT,WLAND,,T,,,,N,0,0,0,0.599756475,0,-0.30766167,0,1.103803721
Leucadendron lanigerum,2490,Lamont_S_Africa_1_Citrusdal,WLAND,,S,E,B,,,0,2.356408327,-0.349854736,0.006553591,0,-1.126030981,0,0
Leucadendron pubescens (m&f),2491,Lamont_S_Africa_1_Citrusdal,WLAND,,S,E,B,,,0,2.290187132,-0.234012634,0.06306904,0,-1.037946289,0,0
Protea bracteolaris,2492,Lamont_S_Africa_1_Citrusdal,WLAND,,S,E,N,,N,0,2.462328056,0.013669457,0.563775457,0,-0.925432394,0,0
Protea laurifolia,2493,Lamont_S_Africa_1_Citrusdal,WLAND,,S,E,B,,N,0,2.55339751,0.018977273,0.572374783,0,-1.048635928,0,0
Protea nitida,2494,Lamont_S_Africa_1_Citrusdal,WLAND,,S,E,B,,N,0,2.530711838,-0.327113208,0.203598629,0,-0.885477039,0,0
Leucadendron salignum (m&f),2495,Lamont_S_Africa_2_Stellenbosch,WLAND,,S,E,B,,,0,2.346841421,-0.138745257,0.217527346,0,-1.218378482,0,0
Protea burchellii,2496,Lamont_S_Africa_2_Stellenbosch,WLAND,,S,E,B,,N,0,2.478277832,-0.064759515,0.413518316,0,-0.934005274,0,0
Protea laurifolia,2497,Lamont_S_Africa_2_Stellenbosch,WLAND,,S,E,B,,N,0,2.406369835,-0.167709399,0.238660436,0,-0.796365128,0,0
Protea repens,2498,Lamont_S_Africa_2_Stellenbosch,WLAND,,S,E,B,,N,0,2.471144965,-0.154884498,0.316260467,0,-1.002402071,0,0
Aulax umbellata,2499,Lamont_S_Africa_3_Opdieberg,WLAND,,S,E,B,,,0,2.301897717,-0.142237842,0.159659875,0,-1.026567497,0,0
Leucadendron arcuatum (m&f),2500,Lamont_S_Africa_3_Opdieberg,WLAND,,S,E,B,,,0,2.536432176,-0.353937632,0.182494544,0,-1.142788323,0,0
Leucadendron salignum (m&f),2501,Lamont_S_Africa_3_Opdieberg,WLAND,,S,E,B,,,0,2.398503689,-0.273993481,0.129554492,0,-1.1300137,0,0
Protea laurifolia,2502,Lamont_S_Africa_3_Opdieberg,WLAND,,S,E,B,,N,0,2.571475904,-0.263790642,0.307685262,0,-1.212199299,0,0
Protea repens,2503,Lamont_S_Africa_3_Opdieberg,WLAND,,S,E,B,,N,0,2.558708571,-0.392317682,0.166390889,0,-0.876578441,0,0
Leucadendron brunoides,2504,Lamont_S_Africa_4_Matjies_River,WLAND,,S,E,B,,,0,2.63738965,-0.232236094,0.405153557,0,-0.586894803,0,0
Leucadendron pubescens (m&f),2505,Lamont_S_Africa_4_Matjies_River,WLAND,,S,E,B,,,0,2.460485837,-0.266965935,0.193128689,0,-1.050483886,0,0
Protea glabra,2506,Lamont_S_Africa_4_Matjies_River,WLAND,,S,E,B,,N,0,2.71941416,-0.182534067,0.536880093,0,-0.565618201,0,0
Protea laurifolia,2507,Lamont_S_Africa_4_Matjies_River,WLAND,,S,E,B,,N,0,2.653115993,-0.249123922,0.403992072,0,-1.019218453,0,0
Leucadendron pubescens (m&f),2508,Lamont_S_Africa_5_Algeria,WLAND,,S,E,B,,,0,2.263221661,-0.28441199,-0.02043698,0,-1.214867449,0,0
Leucadendron salignum (m&f),2509,Lamont_S_Africa_5_Algeria,WLAND,,S,E,B,,,0,2.344392274,-0.194337832,0.150054442,0,-1.204925581,0,0
Paranomus bracteolaris,2510,Lamont_S_Africa_5_Algeria,WLAND,,S,E,N,,,0,2.462328056,-0.076750289,0.473355711,0,-0.883532471,0,0
Protea nitida,2511,Lamont_S_Africa_5_Algeria,WLAND,,S,E,B,,N,0,2.411619706,-0.12832648,0.283293226,0,-0.887843025,0,0
Diastella divaricata,2512,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,,0,2.097604329,0.023915124,0.121519453,0,-1.338999041,0,0
Leucadendron laureolum,2513,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,,0,2.343408594,-0.310461981,0.032946612,0,-1.314620034,0,0
Leucadendron salignum (m&f),2514,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,,0,2.36660971,-0.36145433,0.00515538,0,-1.140343431,0,0
Leucospermum conocarpodendron,2515,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,,0,2.373279893,-0.186433117,0.186846776,0,-1.137159654,0,0
Leucospermum hypophyllocarpodendron,2516,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,,0,2.3818368,-0.291066179,0.090770621,0,-1.136091298,0,0
Mimetes fibrifolium,2517,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,,0,2.209246849,-0.160278104,0.048968745,0,-1.373382852,0,0
Protea speciosa,2518,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,B,,N,0,2.665674781,-0.475875502,0.189799279,0,-1.00779478,0,0
Serruria hirsuta,2519,Lamont_S_Africa_6_Scarborough,WLAND,,S,E,N,,,0,2.289559523,-0.143571354,0.244529848,0,-1.186141714,0,0
Leucadendron foedum (m&f),2520,Lamont_S_Africa_7_Hopefield,WLAND,,S,E,B,,,0,2.411415807,-0.154174372,0.277355048,0,-0.588116365,0,0
Protea repens,2521,Lamont_S_Africa_7_Hopefield,WLAND,,S,E,B,,N,0,2.487279816,-0.06600121,0.421278606,0,-0.591259179,0,0
Serruria fucifolia,2522,Lamont_S_Africa_7_Hopefield,WLAND,,S,E,N,,,0,2.409044361,0.164691875,0.672277915,0,-0.766393083,0,0
Leucadendron salignum (m&f),2525,Lamont_S_Africa_9_Jonkershonk,WLAND,,S,E,B,,,0,2.34470142,-0.233451034,0.112211557,0,-1.322742855,0,0
Leucospermum conocarpodendron,2526,Lamont_S_Africa_9_Jonkershonk,WLAND,,S,E,B,,,0,2.319314304,-0.145355808,0.173958496,0,-1.030040888,0,0
Protea nerifolia,2527,Lamont_S_Africa_9_Jonkershonk,WLAND,,S,E,B,,N,0,2.415807728,-0.133501357,0.28230637,0,-1.123578951,0,0
Protea nitida,2528,Lamont_S_Africa_9_Jonkershonk,WLAND,,S,E,B,,N,0,2.429913698,-0.032364766,0.397548931,0,-1.109396931,0,0
Serruria sp,2529,Lamont_S_Africa_9_Jonkershonk,WLAND,,S,E,N,,,0,2.280219497,-0.057423582,0.321337593,0,-0.991132223,0,0
Leucadendron salignum (m&f),2530,Lamont_S_Africa_10_Kylemore,WLAND,,S,E,B,,,0,2.366833771,-0.174965163,0.201233801,0,-1.051057649,0,0
Protea laurifolia,2531,Lamont_S_Africa_10_Kylemore,WLAND,,S,E,B,,N,0,2.460296327,0.174642665,0.634938992,0,-0.867345393,0,0
Protea neriifolia,2532,Lamont_S_Africa_10_Kylemore,WLAND,,S,E,B,,N,0,2.418301291,-0.132864757,0.285436534,0,-0.875855379,0,0
Protea repens,2533,Lamont_S_Africa_10_Kylemore,WLAND,,S,E,B,,N,0,2.499274582,-0.123460763,0.375813819,0,-0.855513266,0,0
Aulax umbellata,2534,Lamont_S_Africa_11_Soetanysberg,WLAND,,S,E,B,,,0,2.274388796,-0.049971441,0.224417355,0,-1.226298107,0,0
Leucadendron conifesula,2535,Lamont_S_Africa_11_Soetanysberg,WLAND,,S,E,B,,,0,2.384174139,-0.106068814,0.278105325,0,-1.011836715,0,0
Leucadendron salignum (m&f),2536,Lamont_S_Africa_11_Soetanysberg,WLAND,,S,E,B,,,0,2.343473278,-0.140468457,0.219394267,0,-0.965180845,0,0
Mimetes cucullatus,2537,Lamont_S_Africa_11_Soetanysberg,WLAND,,S,E,B,,,0,2.301247089,-0.318531605,-0.017284516,0,-1.23813959,0,0
Protea susannae,2538,Lamont_S_Africa_11_Soetanysberg,WLAND,,S,E,B,,N,0,2.484157424,-0.089761714,0.394395711,0,-0.960180152,0,0
Serruria nervosa,2539,Lamont_S_Africa_11_Soetanysberg,WLAND,,S,E,B,,,0,2.378034322,-0.052177937,0.325856386,0,-1.015393989,0,0
Aulax umbellata (m&f),2540,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,B,,,0,2.34462256,-0.109948209,0.246137293,0,-1.302146891,0,0
Leucadendron xanthoconus (m&f),2541,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,B,,,0,1.935949194,-0.188460525,-0.250113438,0,-1.711933761,0,0
Leucospermum cordifolium,2542,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,B,,,0,2.408239965,-0.198348303,0.209891662,0,-1.361549959,0,0
Mimetes cucullatus,2543,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,B,,,0,2.362482475,-0.294658204,0.06782427,0,-1.479468554,0,0
Protea cordata,2544,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,B,,N,0,2.490520309,-0.180374468,0.310145842,0,-1.340497547,0,0
Protea neriifolia,2545,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,B,,N,0,2.43964843,-0.230823993,0.208824436,0,-1.517478015,0,0
Serruria fasciflora,2546,Lamont_S_Africa_12_Salmonsdam,WLAND,,S,E,N,,,0,2.408369047,-0.084910849,0.421999877,0,-1.294877387,0,0
Leucadendron laureolum,2547,Lamont_S_Africa_13_Salmonsdam,WLAND,,S,E,B,,,0,2.374565061,-0.083617663,0.290947397,0,-0.804622638,0,0
Leucadendron xanthoconus (m&f),2548,Lamont_S_Africa_13_Salmonsdam,WLAND,,S,E,B,,,0,2.148909472,-0.101517637,0.043945303,0,-0.962768778,0,0
Leucospermum cordifolium,2549,Lamont_S_Africa_13_Salmonsdam,WLAND,,S,E,B,,,0,2.398287305,-0.142046262,0.256241044,0,-0.996417758,0,0
Protea compacta,2550,Lamont_S_Africa_13_Salmonsdam,WLAND,,S,E,B,,N,0,2.447002898,-0.232117179,0.21488572,0,-0.799188606,0,0
Protea neriifolia,2551,Lamont_S_Africa_13_Salmonsdam,WLAND,,S,E,B,,N,0,2.456973014,-0.006313296,0.450659718,0,-0.705897605,0,0
Aulax umbellata (m&f),2552,Lamont_S_Africa_14_Herrmanus,WLAND,,S,E,B,,,0,2.272768474,-0.084602303,0.188170946,0,-1.303136528,0,0
Leucadendron salignum (m&f),2553,Lamont_S_Africa_14_Herrmanus,WLAND,,S,E,B,,,0,2.181847706,-0.20697316,-0.027090289,0,-1.41496727,0,0
Protea cordata,2554,Lamont_S_Africa_14_Herrmanus,WLAND,,S,E,B,,N,0,2.453471234,-0.193583205,0.259888029,0,-1.359621667,0,0
Protea neriifolia,2555,Lamont_S_Africa_14_Herrmanus,WLAND,,S,E,B,,N,0,2.525951341,-0.069656602,0.45629474,0,-1.159116095,0,0
Protea repens,2556,Lamont_S_Africa_14_Herrmanus,WLAND,,S,E,B,,N,0,2.515476441,-0.256549805,0.258926637,0,-1.111047189,0,0
